Profundidade,qT,fS,u2,gw ,gnat ,u0,sv0,s'v0,FILE,CPTU,class_Rob
0.3,0.804,0,3,9.81,12.28,0,3.684,3.684,1,1,1
0.314,0.852776,0,3.182,9.81,12.28,0.13734,3.85592,3.71858,1,1,1
0.336,0.901284,0,3.363,9.81,12.28,0.35316,4.12608,3.77292,1,1,1
0.358,0,0,3.454,9.81,12.28,0.56898,4.39624,3.82726,1,1,1
0.38,0,0,3.726,9.81,12.28,0.7848,4.6664,3.8816,1,1,1
0.391,0,0,3.908,9.81,12.28,0.89271,4.80148,3.90877,1,1,1
0.412,1.12024,0,4.18,9.81,12.28,1.09872,5.05936,3.96064,1,1,1
0.434,1.169016,0,4.362,9.81,12.28,1.31454,5.32952,4.01498,1,1,1
0.456,1.217792,0,4.544,9.81,12.28,1.53036,5.59968,4.06932,1,1,1
0.479,1.290688,0.037,4.816,9.81,12.28,1.75599,5.88212,4.12613,1,1,1
0.5,1.339464,0,4.998,9.81,12.28,1.962,6.14,4.178,1,1,1
0.522,1.41236,0,5.27,9.81,12.28,2.17782,6.41016,4.23234,1,1,1
0.544,1.485256,0,5.542,9.81,12.28,2.39364,6.68032,4.28668,1,1,1
0.555,4.8342441591335,0,5.906,9.81,12.28,2.50155,6.8154,4.31385,1,1,1
0.577,8.280248318267,0.037,6.632,9.81,12.28,2.71737,7.08556,4.36819,1,1,5
0.599,11.921088477401,0.074,8.085,9.81,12.28,2.93319,7.35572,4.42253,1,1,3
0.621,18.326676795668,0.186,7.722,9.81,12.28,3.14901,7.62588,4.47687,1,1,3
0.642,23.062296954801,0.409,13.26,9.81,12.28,3.35502,7.88376,4.52874,1,1,3
0.664,26.289613113935,0.706,13.17,9.81,12.28,3.57084,8.15392,4.58308,1,1,3
0.686,29.954573273068,1.078,14.713,9.81,12.28,3.78666,8.42408,4.63742,1,1,3
0.708,29.467885273068,1.487,12.897,9.81,12.28,4.00248,8.69424,4.69176,1,1,3
0.719,31.292965273068,1.896,19.707,9.81,12.28,4.11039,8.82932,4.71893,1,1,3
0.741,33.863145432202,2.268,17.165,9.81,12.28,4.32621,9.09948,4.77327,1,1,3
0.763,32.062453432202,2.491,10.446,9.81,12.28,4.54203,9.36964,4.82761,1,1,3
0.785,34.763357432202,2.752,20.524,9.81,12.28,4.75785,9.6398,4.88195,1,1,3
0.807,35.834285432202,2.863,24.52,9.81,12.28,4.97367,9.90996,4.93629,1,1,3
0.829,35.493389432202,2.9,23.248,9.81,12.28,5.18949,10.18012,4.99063,1,1,3
0.851,35.396105432202,2.826,22.885,9.81,12.28,5.40531,10.45028,5.04497,1,1,3
0.872,39.255901591335,2.826,25.155,9.81,12.28,5.61132,10.70816,5.09684,1,1,3
0.883,39.572409591335,2.752,26.336,9.81,12.28,5.71923,10.84324,5.12401,1,1,3
0.905,36.977841432202,2.752,28.787,9.81,12.28,5.93505,11.1134,5.17835,1,1,3
0.928,40.302441591335,2.64,29.06,9.81,12.28,6.16068,11.39584,5.23516,1,1,3
0.95,44.794717750469,2.454,33.69,9.81,12.28,6.3765,11.666,5.2895,1,1,3
0.972,51.930338068736,2.268,36.051,9.81,12.28,6.59232,11.93616,5.34384,1,1,3
0.993,55.352222227869,2.119,36.687,9.81,12.28,6.79833,12.19404,5.39571,1,1,3
1.015,61.490078546136,2.045,35.325,9.81,12.28,7.01415,12.4642,5.45005,1,1,3
1.038,63.88981070527,2.008,32.147,9.81,12.28,7.23978,12.74664,5.50686,1,1,3
1.049,65.948914864403,1.822,27.698,9.81,12.28,7.34769,12.88172,5.53403,1,1,4
1.071,62.04034270527,1.859,25.246,9.81,12.28,7.56351,13.15188,5.58837,1,1,4
1.093,65.340554864403,2.045,25.428,9.81,12.28,7.77933,13.42204,5.64271,1,1,4
1.114,61.82138670527,2.268,24.429,9.81,12.28,7.98534,13.67992,5.69458,1,1,4
1.136,64.902374864403,2.454,23.793,9.81,12.28,8.20116,13.95008,5.74892,1,1,4
1.159,65.510734864403,2.603,26.063,9.81,12.28,8.42679,14.23252,5.80573,1,1,4
1.181,65.608018864403,2.714,26.426,9.81,12.28,8.64261,14.50268,5.86007,1,1,4
1.203,63.03810670527,2.789,28.969,9.81,12.28,8.85843,14.77284,5.91441,1,1,4
1.224,66.094706864403,2.752,28.242,9.81,12.28,9.06444,15.03072,5.96628,1,1,4
1.235,65.997422864403,2.677,27.879,9.81,12.28,9.17235,15.1658,5.99345,1,1,4
1.257,66.216378864403,2.64,28.696,9.81,12.28,9.38817,15.43596,6.04779,1,1,4
1.28,63.20828670527,1.971,29.604,9.81,12.28,9.6138,15.7184,6.1046,1,1,3
1.286,50.981350068736,1.785,32.51,9.81,12.28,9.67266,15.79208,6.11942,1,1,3
1.286,48.192213909602,1.822,34.235,9.81,12.28,9.67266,15.79208,6.11942,1,1,3
1.286,45.038061750469,1.859,34.598,9.81,12.28,9.67266,15.79208,6.11942,1,1,3
1.286,45.184121750469,1.822,35.143,9.81,12.28,9.67266,15.79208,6.11942,1,1,3
1.286,45.257285750469,1.934,35.416,9.81,12.28,9.67266,15.79208,6.11942,1,1,3
1.286,45.257285750469,1.896,35.416,9.81,12.28,9.67266,15.79208,6.11942,1,1,3
1.289,71.190693710539,3.424,22.976,9.81,12.28,9.70209,15.82892,6.12683,1,1,4
1.299,71.239469710539,3.349,23.158,9.81,12.28,9.80019,15.95172,6.15153,1,1,4
1.322,72.115293710539,3.089,26.426,9.81,12.28,10.02582,16.23416,6.20834,1,1,4
1.344,72.626369710539,2.866,28.333,9.81,12.28,10.24164,16.50432,6.26268,1,1,4
1.365,72.577861710539,2.754,28.152,9.81,12.28,10.44765,16.7622,6.31455,1,1,4
1.387,72.164069710539,2.568,26.608,9.81,12.28,10.66347,17.03236,6.36889,1,1,4
1.409,72.821205710539,2.494,29.06,9.81,12.28,10.87929,17.30252,6.42323,1,1,4
1.431,72.966997710539,2.494,29.604,9.81,12.28,11.09511,17.57268,6.47757,1,1,4
1.453,72.699533710539,2.42,28.606,9.81,12.28,11.31093,17.84284,6.53191,1,1,4
1.464,72.748041710539,2.382,28.787,9.81,12.28,11.41884,17.97792,6.55908,1,1,4
1.486,73.210341710539,2.382,30.512,9.81,12.28,11.63466,18.24808,6.61342,1,1,4
1.507,76.291936525663,2.382,29.877,9.81,12.28,11.84067,18.50596,6.66529,1,1,4
1.53,78.886575340786,2.382,27.425,9.81,12.28,12.0663,18.7884,6.7221,1,1,4
1.552,82.795486155909,2.42,29.877,9.81,12.28,12.28212,19.05856,6.77644,1,1,4
1.574,83.452354155909,2.568,32.328,9.81,12.28,12.49794,19.32872,6.83078,1,1,4
1.596,84.109490155909,2.606,34.78,9.81,12.28,12.71376,19.59888,6.88512,1,1,4
1.617,87.142308971033,2.717,33.963,9.81,12.28,12.91977,19.85676,6.93699,1,1,4
1.628,87.385652971033,2.829,34.871,9.81,12.28,13.02768,19.99184,6.96416,1,1,4
1.65,87.361264971033,2.903,34.78,9.81,12.28,13.2435,20.262,7.0185,1,1,4
1.673,91.294295786156,2.94,37.322,9.81,12.28,13.46913,20.54444,7.07531,1,1,4
1.695,87.069144971033,2.866,33.69,9.81,12.28,13.68495,20.8146,7.12965,1,1,4
1.717,88.066908971033,2.866,37.413,9.81,12.28,13.90077,21.08476,7.18399,1,1,4
1.738,88.261744971033,2.829,38.14,9.81,12.28,14.10678,21.34264,7.23586,1,1,4
1.76,88.480700971033,2.754,38.957,9.81,12.28,14.3226,21.6128,7.2902,1,1,4
1.783,88.772552971033,2.754,40.046,9.81,12.28,14.54823,21.89524,7.34701,1,1,4
1.805,91.829759786156,2.754,39.32,9.81,12.28,14.76405,22.1654,7.40135,1,1,4
1.816,91.464743786156,2.829,37.958,9.81,12.28,14.87196,22.30048,7.42852,1,1,4
1.831,72.684126895416,1.936,40.682,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,70.503012080292,2.011,44.677,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,67.446073265169,2.011,45.404,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,67.567745265169,2.011,45.858,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,74.168578895416,1.936,46.221,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,77.468861710539,1.936,46.402,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,70.941192080292,2.048,46.312,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,61.161479634922,1.973,46.221,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,67.640641265169,1.936,46.13,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,70.892416080292,1.973,46.13,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,64.315970450045,2.011,45.858,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,64.267194450045,2.011,45.676,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,60.991031634922,1.973,45.585,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,70.649072080292,2.42,45.222,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,70.551788080292,2.568,44.859,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,67.226849265169,2.382,44.586,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,70.454504080292,2.159,44.496,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,63.926566450045,2.159,44.405,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,67.178341265169,2.308,44.405,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,70.405728080292,2.197,44.314,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,67.178341265169,2.308,44.405,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,63.804894450045,2.42,43.951,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,70.284056080292,2.531,43.86,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,70.381340080292,2.94,44.223,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,73.170814895416,2.792,42.498,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,75.741333710539,2.531,39.956,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,78.652212525663,2.531,38.684,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,78.384748525663,2.457,37.686,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,81.320015340786,2.382,36.505,9.81,12.28,15.01911,22.48468,7.46557,1,1,4
1.831,78.263076525663,2.271,37.232,9.81,12.28,15.01911,22.48468,7.46557,1,1,4
1.831,78.506420525663,2.42,38.14,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,75.619661710539,2.159,39.502,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,69.772980080292,1.081,41.953,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,66.448309265169,1.416,41.681,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,66.423921265169,1.639,41.59,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,63.391102450045,1.23,42.407,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,66.594369265169,1.267,42.226,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,66.521205265169,1.378,41.953,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,63.220922450045,1.267,41.772,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,63.172146450045,1.155,41.59,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,69.554024080292,1.899,41.136,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.831,75.376317710539,2.011,38.594,9.81,12.28,15.01911,22.48468,7.46557,1,1,3
1.836,81.300708238935,2.497,36.414,9.81,12.28,15.06816,22.54608,7.47792,1,1,4
1.857,106.14967257227,4.022,32.056,9.81,12.28,15.27417,22.80396,7.52979,1,1,4
1.879,107.19594457227,3.799,35.96,9.81,12.28,15.48999,23.07412,7.58413,1,1,4
1.89,107.92597657227,3.687,38.684,9.81,12.28,15.5979,23.2092,7.6113,1,1,4
1.912,108.65600857227,3.65,41.408,9.81,12.28,15.81372,23.47936,7.66564,1,1,4
1.933,108.21809657227,3.613,39.774,9.81,12.28,16.01973,23.73724,7.71751,1,1,4
1.955,111.85961411393,3.538,41.227,9.81,12.28,16.23555,24.0074,7.77185,1,1,4
1.977,107.97475257227,3.464,38.866,9.81,12.28,16.45137,24.27756,7.82619,1,1,4
1.999,108.07203657227,3.427,39.229,9.81,12.28,16.66719,24.54772,7.88053,1,1,4
2.021,110.93474611393,3.352,37.776,9.81,12.28,16.88301,24.81788,7.93487,1,1,4
2.043,118.92342519727,3.352,43.315,9.81,12.28,17.09883,25.08804,7.98921,1,1,4
2.054,116.4745076556,3.352,46.312,9.81,12.28,17.20674,25.22312,8.01638,1,1,4
2.075,131.23487782227,3.464,52.849,9.81,12.28,17.41275,25.481,8.06825,1,1,4
2.098,147.35829598893,3.538,64.472,9.81,12.28,17.63838,25.76344,8.12506,1,1,4
2.12,168.18498123893,3.427,69.375,9.81,12.28,17.8542,26.0336,8.1794,1,1,4
2.142,197.60006311393,3.241,69.92,9.81,12.28,18.07002,26.30376,8.23374,1,1,5
2.163,428.57121319727,3.315,33.781,9.81,12.28,18.27603,26.56164,8.28561,1,1,6
2.185,518.44489544727,3.166,5.088,9.81,12.28,18.49185,26.8318,8.33995,1,1,6
2.208,318.89119032227,3.352,24.974,9.81,12.28,18.71748,27.11424,8.39676,1,1,5
2.219,220.15273698893,6.402,44.859,9.81,12.28,18.82539,27.24932,8.42393,1,1,5
2.241,3409.6053250723,4.803,-19.064,9.81,12.28,19.04121,27.51948,8.47827,1,1,6
2.263,4211.7158068245,4.211,-49.301,9.81,12.28,19.25703,27.78964,8.53261,1,1,6
2.284,4494.3310196213,2.388,-26.328,9.81,12.28,19.46304,28.04752,8.58448,1,1,5
2.307,4075.8260331139,0,-20.79,9.81,12.28,19.68867,28.32996,8.64129,1,1,2
2.318,3200.3104888639,0.451,-11.256,9.81,12.28,19.79658,28.46504,8.66846,1,1,4
2.318,3009.3362699056,0.86,-7.896,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2967.4238098639,0.972,-6.534,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2912.5272836556,1.158,-5.081,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2870.6148236139,1.27,-3.719,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2825.4014740306,1.344,-2.539,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2793.1236826139,1.418,-1.631,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2764.1711687389,1.456,-0.45,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2754.4148281139,1.493,-0.45,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2770.9187398223,1.716,0.458,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2761.1380111973,1.716,0.367,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2709.3719265306,1.567,1.366,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2663.8179489473,1.456,1.275,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2650.8094947806,1.53,1.275,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2637.9956086139,1.604,2.001,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2628.4097159889,1.604,2.637,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2618.6533753639,1.641,2.637,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2602.3684196556,1.604,2.546,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2599.1163061139,1.641,2.546,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2586.1078519473,1.641,2.546,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2579.6036248639,1.679,2.546,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2569.8228962389,1.679,2.455,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2560.0665556139,1.679,2.455,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2553.9029565306,1.679,3.726,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2547.3987294473,1.679,3.726,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2540.8703823639,1.679,3.636,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2531.1140417389,1.679,3.636,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2524.6098146556,1.679,3.636,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2521.3577011139,1.679,3.636,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2511.5769724889,1.679,3.545,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2508.3492469473,1.679,3.636,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2482.5512946139,1.716,4.453,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2420.7611373223,1.567,4.453,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2391.6866834473,1.493,5.179,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2372.4173461973,1.456,6.087,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2356.1323904889,1.493,5.996,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2330.1398701556,1.53,6.087,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.318,2317.3747599889,1.604,6.995,9.81,12.28,19.79658,28.46504,8.66846,1,1,5
2.326,3905.8001714056,0,-12.073,9.81,12.28,19.87506,28.56328,8.68822,1,1,2
2.337,3673.8381253127,-1.671,-14.615,9.81,12.28,19.98297,28.69836,8.71539,1,1,1
2.359,3570.0295486139,0,-15.069,9.81,12.28,20.19879,28.96852,8.76973,1,1,2
2.382,3534.7927193408,3.058,-14.434,9.81,12.28,20.42442,29.25096,8.82654,1,1,6
2.403,3227.0508551562,4.768,-9.803,9.81,12.28,20.63043,29.50884,8.87841,1,1,6
2.414,2578.0706648639,3.241,-3.174,9.81,12.28,20.73834,29.64392,8.90558,1,1,6
2.437,1438.3320444855,2.574,2.818,9.81,12.28,20.96397,29.92636,8.96239,1,1,6
2.46,379.2108337806,41.919,-29.052,9.81,12.28,21.1896,30.2088,9.0192,1,1,6
2.482,278.0719709056,48.688,-5.989,9.81,12.28,21.40542,30.47896,9.07354,1,1,6
2.504,356.4633239056,53.597,-4.718,9.81,11.9,21.62124,30.74076,9.11952,1,1,6
2.526,418.58693444574,57.547,-3.628,9.81,11.9,21.83706,31.00256,9.1655,1,1,6
2.548,403.86593641303,55.279,14.259,9.81,11.9,22.05288,31.26436,9.21148,1,1,6
2.571,400.36183641303,52.043,1.184,9.81,11.9,22.27851,31.53806,9.25955,1,1,6
2.583,375.33998170275,47.356,4.907,9.81,11.9,22.39623,31.68086,9.28463,1,1,6
2.605,465.67861518873,13.695,2.183,9.81,11.9,22.61205,31.94266,9.33061,1,1,6
2.627,572.49846636865,15.071,0.276,9.81,11.9,22.82787,32.20446,9.37659,1,1,6
2.68,452.15772983359,14.29,0.276,9.81,11.9,23.3478,32.83516,9.48736,1,1,6
2.671,748.66635666305,17.34,2.274,9.81,11.9,23.25951,32.72806,9.46855,1,1,6
2.694,618.37342711164,27.718,1.547,9.81,11.9,23.48514,33.00176,9.51662,1,1,6
2.716,408.5213730906,22.51,7.358,9.81,11.9,23.70096,33.26356,9.5626,1,1,6
2.738,342.23978997611,20.093,14.895,9.81,11.9,23.91678,33.52536,9.60858,1,1,6
2.749,280.0620952004,19.795,25.609,9.81,11.9,24.02469,33.65626,9.63157,1,1,5
2.771,312.24599058825,17.08,24.338,9.81,11.9,24.24051,33.91806,9.67755,1,1,6
2.794,250.37650015133,15.704,24.066,9.81,11.9,24.46614,34.19176,9.72562,1,1,5
2.817,211.54164008591,10.05,24.792,9.81,11.9,24.69177,34.46546,9.77369,1,1,5
2.828,156.32284632656,9.157,25.064,9.81,11.9,24.79968,34.59636,9.79668,1,1,5
2.835,298.03612276918,8.407,20.07,9.81,11.9,24.86835,34.67966,9.81131,1,1,6
2.846,283.37439150869,8.965,13.896,9.81,11.9,24.97626,34.81056,9.8343,1,1,6
2.868,285.92052232381,10.564,11.263,9.81,11.9,25.19208,35.07236,9.88028,1,1,6
2.879,286.09070232381,11.902,11.898,9.81,11.9,25.29999,35.20326,9.90327,1,1,6
2.901,292.26260513893,12.944,22.794,9.81,11.9,25.51581,35.46506,9.94925,1,1,6
2.923,491.62505849171,12.869,2.274,9.81,11.9,25.73163,35.72686,9.99523,1,1,6
2.945,976.10613676022,14.654,-9.984,9.81,11.9,25.94745,35.98866,10.04121,1,1,6
2.967,1046.1940998778,11.642,-3.265,9.81,11.9,26.16327,36.25046,10.08719,1,1,6
2.99,1072.9139423988,10.229,-0.632,9.81,11.9,26.3889,36.52416,10.13526,1,1,6
3.012,960.00230386948,11.344,2.728,9.81,11.9,26.60472,36.78596,10.18124,1,1,6
3.034,815.59480118893,12.46,9.901,9.81,11.9,26.82054,37.04776,10.22722,1,1,6
3.056,669.37119969325,12.906,22.431,9.81,11.9,27.03636,37.30956,10.2732,1,1,6
3.067,348.51615299603,21.459,26.426,9.81,11.9,27.14427,37.44046,10.29619,1,1,6
3.09,474.02136678584,23.616,21.523,9.81,11.9,27.3699,37.71416,10.34426,1,1,6
3.112,322.5201848448,22.017,50.761,9.81,11.9,27.58572,37.97596,10.39024,1,1,5
3.134,352.00511418091,25.215,51.578,9.81,11.9,27.80154,38.23776,10.43622,1,1,5
3.156,463.84609271023,26.889,44.223,9.81,11.9,28.01736,38.49956,10.4822,1,1,6
3.178,482.05814441609,27.893,27.244,9.81,11.9,28.23318,38.76136,10.52818,1,1,6
3.2,392.30422322288,12.274,7.812,9.81,11.9,28.449,39.02316,10.57416,1,1,6
3.223,383.10875077751,12.609,9.901,9.81,11.9,28.67463,39.29686,10.62223,1,1,6
3.234,397.527138038,12.944,15.167,9.81,11.9,28.78254,39.42776,10.64522,1,1,6
3.257,368.56842351702,12.646,4.18,9.81,11.9,29.00817,39.70146,10.69329,1,1,6
3.278,521.88852782782,16.551,5.996,9.81,11.9,29.21418,39.95136,10.73718,1,1,6
3.3,444.33262026486,17.369,7.812,9.81,11.9,29.43,40.21316,10.78316,1,1,6
3.323,371.32119507165,13.613,50.852,9.81,11.9,29.65563,40.48686,10.83123,1,1,5
3.346,461.43088307998,12.534,59.478,9.81,11.9,29.88126,40.76056,10.8793,1,1,6
3.368,386.21728914726,12.646,45.767,9.81,11.9,30.09708,41.02236,10.92528,1,1,6
3.39,441.66764100436,12.646,46.402,9.81,11.9,30.3129,41.28416,10.97126,1,1,6
3.4,509.9125617522,12.869,21.977,9.81,11.9,30.411,41.40316,10.99216,1,1,6
3.423,660.82977169325,14.989,-9.44,9.81,11.9,30.63663,41.67686,11.04023,1,1,6
3.445,600.1410982059,16.104,-5.354,9.81,11.9,30.85245,41.93866,11.08621,1,1,6
3.468,353.0395814414,20.083,6.904,9.81,11.9,31.07808,42.21236,11.13428,1,1,6
3.491,295.24691595406,20.79,21.796,9.81,11.9,31.30371,42.48606,11.18235,1,1,5
3.512,361.30429625652,19.377,25.609,9.81,11.9,31.50972,42.73596,11.22624,1,1,6
3.535,318.7727408448,18.187,36.778,9.81,11.9,31.73535,43.00966,11.27431,1,1,5
3.557,298.08772232381,16.216,56.663,9.81,11.9,31.95117,43.27146,11.32029,1,1,5
3.58,304.85900395406,13.687,57.662,9.81,11.9,32.1768,43.54516,11.36836,1,1,5
3.592,363.46384662628,12.163,57.934,9.81,11.9,32.29452,43.68796,11.39344,1,1,5
3.613,444.11648781949,8.444,43.406,9.81,11.9,32.50053,43.93786,11.43733,1,1,6
3.635,520.35556782782,9.039,0.276,9.81,11.9,32.71635,44.19966,11.48331,1,1,6
3.658,521.88852782782,14.877,5.996,9.81,11.9,32.94198,44.47336,11.53138,1,1,6
3.681,540.79081671856,14.989,3.726,9.81,11.9,33.16761,44.74706,11.57945,1,1,6
3.703,1642.9235230454,18.001,2.909,9.81,11.9,33.38343,45.00886,11.62543,1,1,6
3.725,2712.7179104059,14.617,14.895,9.81,11.9,33.59925,45.27066,11.67141,1,1,6
3.747,2915.3501276556,13.319,5.452,9.81,11.9,33.81507,45.53246,11.71739,1,1,6
3.759,2853.6942090864,8.704,-5.081,9.81,11.9,33.93279,45.67526,11.74247,1,1,6
3.782,2424.9466214901,3.61,-3.265,9.81,11.9,34.15842,45.94896,11.79054,1,1,6
3.805,2206.6972860618,8.035,7.449,9.81,11.9,34.38405,46.22266,11.83861,1,1,6
3.814,1715.7765729781,9.522,7.812,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1670.2517255664,9.56,7.812,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1660.496401121,9.411,7.812,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1634.4580826,9.336,7.722,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1631.2304277849,9.113,7.812,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1631.2304277849,8.965,7.812,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1611.6956588942,9.002,7.722,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1608.395108079,8.927,7.54,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1601.9159464488,8.816,7.631,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1605.0216612639,8.741,7.086,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1591.9416660034,8.741,6.814,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1601.6482144488,8.63,6.632,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1588.5682191883,8.704,6.36,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1582.0402815581,8.518,6.269,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1575.5123439278,8.63,6.178,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1591.7468300034,8.37,6.087,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1578.6912227429,8.518,5.906,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1565.6597354824,8.518,5.815,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1555.8800230371,8.518,5.724,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1549.3520854068,8.518,5.633,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1555.8312470371,8.555,5.542,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1552.5794722219,8.518,5.542,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.814,1565.5865714824,8.63,5.542,9.81,11.9,34.47234,46.32976,11.85742,1,1,6
3.815,1425.7845735723,2.869,5.088,9.81,11.9,34.48215,46.34166,11.85951,1,1,6
3.836,2244.2622716139,6.327,-10.983,9.81,11.9,34.68816,46.59156,11.9034,1,1,6
3.859,1536.0071635306,14.733,-8.35,9.81,11.9,34.91379,46.86526,11.95147,1,1,6
3.881,909.5329395306,19.27,-16.068,9.81,11.9,35.12961,47.12706,11.99745,1,1,6
3.903,227.32777023893,46.307,-1.177,9.81,11.9,35.34543,47.38886,12.04343,1,1,5
3.925,300.1153761556,48.576,3.454,9.81,11.9,35.56125,47.65066,12.08941,1,1,6
